inspection_id,batch_id,machine_id,line_id,factory_id,product_id,supplier_id,operator_id,inspection_date,inspector_id,sample_size,passed_samples,failed_samples,defect_type,defect_severity,measured_dimension_mm,inspection_result,estimated_quality_loss_inr
QIN006536,BAT012747,MCH0135,LIN015,FAC005,PRD0139,SUP0088,OPR0996,2024-04-30,INS004,78,73,5,Porosity,Minor,51.233,Fail,3880.13
QIN006537,BAT007566,MCH0226,LIN027,FAC009,PRD0062,SUP0174,OPR0377,2023-08-24,INS088,115,96,19,Discoloration,Critical,49.864,Fail,21978.65
QIN006538,BAT012441,MCH0114,LIN004,FAC002,PRD0131,SUP0087,OPR0348,2025-12-13,INS046,43,38,5,Packaging Damage,Minor,51.313,Fail,35191.07
QIN006539,BAT026238,MCH0014,LIN029,FAC010,PRD0128,SUP0199,OPR0457,2025-03-03,INS042,197,182,15,Porosity,Minor,50.998,Fail,4888.7
QIN006540,BAT011664,MCH0523,LIN023,FAC008,PRD0033,SUP0053,OPR0568,2023-01-30,INS014,121,100,21,Misalignment,Minor,50.027,Fail,11174.85
QIN006541,BAT035654,MCH0038,LIN022,FAC008,PRD0088,SUP0146,OPR0113,2025-12-06,INS052,142,131,11,Electrical Failure,Minor,49.17,Fail,24402.2
QIN006542,BAT048390,MCH0098,LIN002,FAC001,PRD0089,SUP0132,OPR0360,2024-10-14,INS006,144,131,13,Surface Crack,Minor,48.416,Fail,10525.83
QIN006543,BAT048957,MCH0030,LIN022,FAC008,PRD0133,SUP0051,OPR0302,2023-05-23,INS071,198,192,6,Dimensional Error,Minor,49.838,Pass,1298.72
QIN006544,BAT023696,MCH0009,LIN026,FAC009,PRD0136,SUP0004,OPR0210,2023-10-10,INS072,56,47,9,Discoloration,Critical,51.024,Fail,13603.67
QIN006545,BAT053899,MCH0225,LIN006,FAC002,PRD0144,SUP0057,OPR0656,2025-07-30,INS062,189,169,20,Discoloration,Major,49.333,Fail,16584.91
QIN006546,BAT009030,MCH0052,LIN006,FAC002,PRD0136,SUP0004,OPR0552,2024-12-28,INS032,157,138,19,Porosity,Minor,51.828,Fail,2917.47
QIN006547,BAT015403,MCH0342,LIN026,FAC009,PRD0136,SUP0004,OPR0626,2025-04-29,INS074,151,139,12,Porosity,Minor,50.206,Fail,778.43
QIN006548,BAT051577,MCH0080,LIN020,FAC007,PRD0006,SUP0088,OPR0525,2023-08-02,INS075,109,98,11,Dimensional Error,Minor,50.911,Fail,24356.19
QIN006549,BAT033795,MCH0200,LIN004,FAC002,PRD0028,SUP0101,OPR0095,2023-11-01,INS037,40,38,2,Surface Crack,Major,50.244,Pass,2884.74
QIN006550,BAT042715,MCH0188,LIN004,FAC002,PRD0081,SUP0208,OPR0698,2026-05-08,INS078,220,191,29,Surface Crack,Critical,49.625,Fail,28010.45
QIN006551,BAT049363,MCH0540,LIN026,FAC009,PRD0068,SUP0178,OPR0740,2024-11-28,INS086,66,60,6,Surface Crack,Minor,50.522,Fail,6124.93
QIN006552,BAT000587,MCH0380,LIN003,FAC001,PRD0083,SUP0191,OPR0971,2026-01-07,INS014,133,117,16,Porosity,Minor,49.725,Fail,18379.36
QIN006553,BAT059960,MCH0020,LIN001,FAC001,PRD0143,SUP0095,OPR0707,2023-05-14,INS020,223,196,27,Burr,Minor,50.17,Fail,13765.73
QIN006554,BAT038873,MCH0456,LIN003,FAC001,PRD0088,SUP0146,OPR0016,2025-01-07,INS064,151,140,11,Misalignment,Major,49.365,Fail,25130.27
QIN006555,BAT032446,MCH0021,LIN007,FAC003,PRD0130,SUP0039,OPR0230,2025-07-11,INS039,103,93,10,Misalignment,Minor,49.234,Fail,11551.02
QIN006556,BAT006224,MCH0116,LIN010,FAC004,PRD0004,SUP0073,OPR0116,2024-06-08,INS045,240,231,9,Electrical Failure,Minor,49.973,Pass,2307.64
QIN006557,BAT012027,MCH0279,LIN001,FAC001,PRD0012,SUP0191,OPR0969,2023-02-08,INS014,187,156,31,Packaging Damage,Minor,49.922,Fail,20638.01
QIN006558,BAT052823,MCH0069,LIN018,FAC006,PRD0149,SUP0181,OPR0877,2024-01-05,INS049,212,195,17,Porosity,Minor,49.51,Fail,10527.26
QIN006559,BAT014287,MCH0522,LIN024,FAC008,PRD0110,SUP0081,OPR0988,2025-09-03,INS052,225,217,8,Surface Crack,Major,49.784,Pass,1891.33
QIN006560,BAT056695,MCH0338,LIN015,FAC005,PRD0075,SUP0144,OPR0400,2024-03-24,INS004,168,159,9,Electrical Failure,Major,49.707,Fail,3306.14
QIN006561,BAT048292,MCH0433,LIN022,FAC008,PRD0100,SUP0119,OPR0818,2025-05-10,INS088,113,96,17,Dimensional Error,Major,50.05,Fail,14832.42
QIN006562,BAT036851,MCH0371,LIN005,FAC002,PRD0059,SUP0079,OPR0333,2025-01-22,INS059,216,194,22,Dimensional Error,Major,48.677,Fail,24178.63
QIN006563,BAT058558,MCH0160,LIN018,FAC006,PRD0075,SUP0144,OPR0650,2024-01-12,INS021,249,212,37,Burr,Minor,50.71,Fail,69171.93
QIN006564,BAT010669,MCH0156,LIN017,FAC006,PRD0085,SUP0095,OPR0906,2026-05-18,INS023,236,221,15,Porosity,Major,48.412,Fail,6084.29
QIN006565,BAT050385,MCH0032,LIN023,FAC008,PRD0103,SUP0033,OPR0246,2026-05-29,INS081,244,208,36,Dimensional Error,Major,49.813,Fail,37746.16
QIN006566,BAT007250,MCH0327,LIN009,FAC003,PRD0024,SUP0198,OPR0017,2026-02-03,INS081,162,131,31,Misalignment,Minor,50.311,Fail,38319.55
QIN006567,BAT057443,MCH0071,LIN024,FAC008,PRD0105,SUP0005,OPR0059,2023-10-04,INS083,41,37,4,Surface Crack,Minor,51.18,Fail,12939.12
QIN006568,BAT031550,MCH0310,LIN029,FAC010,PRD0061,SUP0109,OPR0577,2024-06-07,INS052,49,44,5,Burr,Major,49.227,Fail,3626.68
QIN006569,BAT046490,MCH0292,LIN015,FAC005,PRD0011,SUP0200,OPR0811,2023-09-20,INS015,74,66,8,Dimensional Error,Minor,50.104,Fail,22779.59
QIN006570,BAT019573,MCH0062,LIN011,FAC004,PRD0058,SUP0107,OPR0786,2023-03-06,INS078,211,190,21,Dimensional Error,Minor,50.279,Fail,17319.84
QIN006571,BAT059899,MCH0058,LIN028,FAC010,PRD0136,SUP0004,OPR0376,2026-06-17,INS080,69,58,11,Misalignment,Minor,50.404,Fail,16885.93
QIN006572,BAT057687,MCH0401,LIN015,FAC005,PRD0007,SUP0078,OPR0787,2024-11-24,INS002,185,162,23,Surface Crack,Minor,48.675,Fail,39994.83
QIN006573,BAT038153,MCH0133,LIN013,FAC005,PRD0124,SUP0095,OPR0192,2025-06-21,INS074,114,104,10,Discoloration,Minor,49.732,Fail,9290.76
QIN006574,BAT048040,MCH0128,LIN027,FAC009,PRD0023,SUP0110,OPR0831,2024-02-11,INS022,195,165,30,Electrical Failure,Major,50.056,Fail,20484.25
QIN006575,BAT031293,MCH0439,LIN026,FAC009,PRD0066,SUP0061,OPR0652,2024-09-04,INS019,208,195,13,Discoloration,Major,50.647,Fail,10347.99
QIN006576,BAT017151,MCH0459,LIN006,FAC002,PRD0107,SUP0194,OPR0164,2023-02-15,INS052,79,67,12,Electrical Failure,Minor,49.499,Fail,26385.49
QIN006577,BAT046824,MCH0381,LIN011,FAC004,PRD0023,SUP0110,OPR0375,2023-10-23,INS060,79,72,7,Discoloration,Minor,50.954,Fail,10312.96
QIN006578,BAT000044,MCH0380,LIN003,FAC001,PRD0075,SUP0144,OPR0545,2026-05-02,INS044,54,54,0,No Defect,,49.91,Pass,0.0
QIN006579,BAT006333,MCH0432,LIN025,FAC009,PRD0056,SUP0009,OPR0390,2026-02-22,INS006,222,206,16,Packaging Damage,Critical,48.771,Fail,2647.99
QIN006580,BAT012665,MCH0385,LIN006,FAC002,PRD0088,SUP0146,OPR0943,2024-08-14,INS072,47,43,4,Burr,Critical,50.526,Fail,23797.72
QIN006581,BAT040073,MCH0030,LIN022,FAC008,PRD0012,SUP0191,OPR0496,2025-05-14,INS066,38,33,5,Surface Crack,Major,50.835,Fail,27089.62
QIN006582,BAT058568,MCH0289,LIN010,FAC004,PRD0120,SUP0092,OPR0386,2024-01-26,INS070,250,227,23,Misalignment,Major,50.567,Fail,4983.44
QIN006583,BAT031274,MCH0227,LIN023,FAC008,PRD0008,SUP0198,OPR0147,2024-02-02,INS042,168,154,14,Packaging Damage,Minor,49.973,Fail,5065.54
QIN006584,BAT001367,MCH0019,LIN029,FAC010,PRD0136,SUP0004,OPR0352,2023-08-03,INS031,234,222,12,Misalignment,Minor,50.355,Fail,962.9
QIN006585,BAT005256,MCH0096,LIN010,FAC004,PRD0044,SUP0171,OPR0984,2024-06-18,INS053,250,220,30,Burr,Minor,49.75,Fail,45762.51
QIN006586,BAT020863,MCH0590,LIN008,FAC003,PRD0108,SUP0110,OPR0945,2023-10-09,INS025,137,110,27,Misalignment,Minor,50.592,Fail,28839.01
QIN006587,BAT052253,MCH0211,LIN018,FAC006,PRD0120,SUP0092,OPR0815,2023-02-16,INS042,116,100,16,Burr,Major,50.167,Fail,19415.94
QIN006588,BAT047313,MCH0267,LIN013,FAC005,PRD0128,SUP0199,OPR0599,2026-06-14,INS086,39,36,3,Porosity,Minor,51.609,Fail,4404.46
QIN006589,BAT041079,MCH0081,LIN021,FAC007,PRD0132,SUP0006,OPR0860,2024-07-17,INS069,174,158,16,Discoloration,Minor,49.95,Fail,22344.97
QIN006590,BAT007080,MCH0109,LIN018,FAC006,PRD0122,SUP0199,OPR0858,2025-02-16,INS081,186,167,19,Misalignment,Major,49.248,Fail,50380.11
QIN006591,BAT015744,MCH0375,LIN005,FAC002,PRD0069,SUP0109,OPR0599,2026-01-09,INS090,120,105,15,Burr,Major,50.133,Fail,4372.97
QIN006592,BAT027367,MCH0255,LIN005,FAC002,PRD0092,SUP0205,OPR0993,2026-01-20,INS034,33,30,3,Misalignment,Major,49.107,Fail,2092.1
QIN006593,BAT023158,MCH0368,LIN016,FAC006,PRD0071,SUP0037,OPR0797,2025-02-14,INS015,62,60,2,Misalignment,Major,50.193,Pass,1805.36
QIN006594,BAT038041,MCH0212,LIN030,FAC010,PRD0058,SUP0107,OPR0463,2024-07-04,INS037,73,68,5,Porosity,Minor,49.409,Fail,32492.3
QIN006595,BAT006971,MCH0315,LIN015,FAC005,PRD0120,SUP0092,OPR0798,2025-01-07,INS089,51,44,7,Misalignment,Major,49.818,Fail,20959.3
QIN006596,BAT030360,MCH0565,LIN024,FAC008,PRD0040,SUP0160,OPR0243,2023-08-21,INS088,119,113,6,Burr,Minor,49.721,Fail,21479.18
QIN006597,BAT052987,MCH0223,LIN025,FAC009,PRD0043,SUP0116,OPR0872,2025-10-17,INS038,209,197,12,Dimensional Error,Major,50.032,Fail,15396.86
QIN006598,BAT009733,MCH0237,LIN025,FAC009,PRD0030,SUP0031,OPR0599,2024-07-27,INS027,244,232,12,Discoloration,Minor,50.038,Pass,8056.73
QIN006599,BAT012381,MCH0571,LIN020,FAC007,PRD0111,SUP0026,OPR0092,2025-02-11,INS080,130,118,12,Burr,Minor,49.83,Fail,2282.46
QIN006600,BAT044201,MCH0069,LIN018,FAC006,PRD0088,SUP0146,OPR0520,2025-03-17,INS035,31,28,3,Discoloration,Critical,49.827,Fail,33383.59
QIN006601,BAT040552,MCH0049,LIN007,FAC003,PRD0145,SUP0141,OPR0806,2025-12-28,INS068,87,81,6,Surface Crack,Minor,51.074,Fail,5491.65
QIN006602,BAT020049,MCH0355,LIN029,FAC010,PRD0071,SUP0037,OPR0379,2024-11-22,INS003,40,36,4,Packaging Damage,Minor,49.785,Fail,21696.43
QIN006603,BAT018539,MCH0301,LIN019,FAC007,PRD0130,SUP0039,OPR0180,2025-01-16,INS030,245,227,18,Burr,Major,50.562,Fail,2683.67
QIN006604,BAT007950,MCH0597,LIN012,FAC004,PRD0022,SUP0149,OPR0277,2025-10-13,INS055,42,39,3,Electrical Failure,Minor,49.606,Fail,11657.58
QIN006605,BAT053915,MCH0586,LIN014,FAC005,PRD0054,SUP0156,OPR0809,2024-07-30,INS029,246,227,19,Surface Crack,Critical,50.663,Fail,2207.28
QIN006606,BAT022655,MCH0053,LIN007,FAC003,PRD0045,SUP0195,OPR0081,2025-02-01,INS014,139,125,14,Misalignment,Major,51.207,Fail,34444.69
QIN006607,BAT003342,MCH0596,LIN022,FAC008,PRD0139,SUP0088,OPR0167,2024-04-20,INS040,125,120,5,Packaging Damage,Minor,50.115,Pass,3746.24
QIN006608,BAT057162,MCH0131,LIN006,FAC002,PRD0084,SUP0143,OPR0075,2025-07-27,INS071,31,31,0,No Defect,,50.186,Pass,0.0
QIN006609,BAT014645,MCH0280,LIN023,FAC008,PRD0094,SUP0110,OPR0317,2026-02-02,INS073,85,75,10,Discoloration,Minor,50.737,Fail,25386.96
QIN006610,BAT058336,MCH0300,LIN002,FAC001,PRD0098,SUP0016,OPR0212,2024-02-29,INS064,69,65,4,Packaging Damage,Major,50.225,Fail,10061.97
QIN006611,BAT027713,MCH0407,LIN018,FAC006,PRD0078,SUP0141,OPR0018,2024-07-19,INS025,206,192,14,Packaging Damage,Major,49.908,Fail,7474.03
QIN006612,BAT038020,MCH0503,LIN002,FAC001,PRD0117,SUP0115,OPR0326,2024-05-07,INS047,149,126,23,Electrical Failure,Minor,48.831,Fail,27444.57
QIN006613,BAT043348,MCH0563,LIN001,FAC001,PRD0145,SUP0141,OPR0493,2023-01-16,INS026,217,195,22,Electrical Failure,Major,49.446,Fail,18543.19
QIN006614,BAT032021,MCH0035,LIN005,FAC002,PRD0129,SUP0135,OPR0307,2024-06-10,INS020,42,38,4,Discoloration,Major,50.547,Fail,69248.43
QIN006615,BAT042678,MCH0455,LIN030,FAC010,PRD0132,SUP0006,OPR0644,2024-10-25,INS014,69,65,4,Burr,Major,49.18,Fail,11972.57
QIN006616,BAT007794,MCH0470,LIN002,FAC001,PRD0019,SUP0048,OPR0734,2023-06-05,INS022,87,74,13,Surface Crack,Minor,49.451,Fail,23627.43
QIN006617,BAT054135,MCH0266,LIN021,FAC007,PRD0002,SUP0183,OPR0001,2023-06-14,INS066,173,150,23,Porosity,Major,49.529,Fail,10107.67
QIN006618,BAT045101,MCH0394,LIN001,FAC001,PRD0119,SUP0079,OPR0807,2024-01-20,INS067,216,207,9,Dimensional Error,Minor,49.769,Pass,3182.67
QIN006619,BAT044125,MCH0304,LIN026,FAC009,PRD0105,SUP0005,OPR0253,2025-05-11,INS048,159,139,20,Packaging Damage,Minor,49.498,Fail,9398.66
QIN006620,BAT038714,MCH0274,LIN024,FAC008,PRD0089,SUP0132,OPR0628,2023-11-10,INS050,193,161,32,Porosity,Major,50.416,Fail,31530.57
QIN006621,BAT023087,MCH0063,LIN013,FAC005,PRD0082,SUP0024,OPR0917,2025-07-14,INS038,247,225,22,Porosity,Critical,50.09,Fail,6798.49
QIN006622,BAT013131,MCH0119,LIN019,FAC007,PRD0058,SUP0107,OPR0140,2024-07-30,INS045,227,215,12,Dimensional Error,Critical,50.355,Fail,22858.03
QIN006623,BAT050658,MCH0126,LIN009,FAC003,PRD0107,SUP0194,OPR0633,2023-06-05,INS057,144,135,9,Packaging Damage,Major,50.335,Fail,8761.12
QIN006624,BAT005565,MCH0191,LIN025,FAC009,PRD0049,SUP0015,OPR0016,2024-01-24,INS063,76,70,6,Dimensional Error,Critical,49.607,Fail,8265.15
QIN006625,BAT045262,MCH0098,LIN002,FAC001,PRD0145,SUP0141,OPR0193,2023-03-01,INS034,193,173,20,Porosity,Minor,49.604,Fail,2921.51
QIN006626,BAT058028,MCH0225,LIN006,FAC002,PRD0102,SUP0052,OPR0103,2024-02-01,INS012,30,26,4,Discoloration,Minor,51.14,Fail,3363.87
QIN006627,BAT046370,MCH0497,LIN029,FAC010,PRD0015,SUP0154,OPR0908,2023-02-12,INS030,140,114,26,Burr,Minor,50.942,Fail,22545.57
QIN006628,BAT042388,MCH0385,LIN006,FAC002,PRD0042,SUP0179,OPR0682,2025-01-29,INS073,172,147,25,Surface Crack,Major,49.964,Fail,3875.57
QIN006629,BAT048485,MCH0527,LIN027,FAC009,PRD0135,SUP0043,OPR0990,2026-04-19,INS040,155,143,12,Dimensional Error,Minor,49.633,Fail,15348.64
QIN006630,BAT008995,MCH0388,LIN011,FAC004,PRD0066,SUP0061,OPR0116,2023-12-25,INS047,37,36,1,Burr,Minor,49.818,Pass,1078.24
QIN006631,BAT011733,MCH0495,LIN009,FAC003,PRD0034,SUP0123,OPR0553,2024-06-08,INS028,104,97,7,Surface Crack,Minor,49.25,Fail,15341.83
QIN006632,BAT035521,MCH0303,LIN020,FAC007,PRD0105,SUP0005,OPR0758,2024-03-10,INS057,194,180,14,Dimensional Error,Minor,50.051,Fail,8431.76
QIN006633,BAT047740,MCH0449,LIN024,FAC008,PRD0109,SUP0064,OPR0946,2024-04-02,INS036,68,61,7,Surface Crack,Minor,50.177,Fail,579.2
QIN006634,BAT020685,MCH0029,LIN002,FAC001,PRD0009,SUP0056,OPR0984,2024-06-07,INS056,45,39,6,Burr,Major,50.656,Fail,63006.21
QIN006635,BAT057977,MCH0534,LIN027,FAC009,PRD0031,SUP0058,OPR0886,2025-02-21,INS026,32,31,1,Porosity,Minor,50.06,Pass,756.74
QIN006636,BAT036124,MCH0344,LIN019,FAC007,PRD0140,SUP0056,OPR0703,2024-09-06,INS020,215,173,42,Surface Crack,Minor,50.534,Fail,32141.0
QIN006637,BAT046234,MCH0067,LIN005,FAC002,PRD0083,SUP0191,OPR0730,2023-12-17,INS088,144,134,10,Packaging Damage,Critical,49.508,Fail,15581.32
QIN006638,BAT040072,MCH0413,LIN022,FAC008,PRD0116,SUP0009,OPR0753,2026-03-28,INS030,96,86,10,Burr,Critical,49.444,Fail,7266.29
QIN006639,BAT001467,MCH0411,LIN006,FAC002,PRD0095,SUP0054,OPR0878,2024-09-13,INS048,175,156,19,Misalignment,Major,50.058,Fail,1583.24
QIN006640,BAT021381,MCH0007,LIN021,FAC007,PRD0032,SUP0022,OPR0800,2026-04-02,INS066,222,195,27,Discoloration,Minor,51.048,Fail,1090.12
QIN006641,BAT038675,MCH0580,LIN007,FAC003,PRD0082,SUP0024,OPR0889,2023-04-13,INS045,151,138,13,Porosity,Major,50.926,Fail,24503.1
QIN006642,BAT059938,MCH0160,LIN018,FAC006,PRD0136,SUP0004,OPR0324,2024-01-13,INS005,209,194,15,Packaging Damage,Major,50.16,Fail,2170.52
QIN006643,BAT039776,MCH0282,LIN001,FAC001,PRD0105,SUP0005,OPR0068,2024-03-21,INS027,148,129,19,Misalignment,Minor,51.423,Fail,40912.1
QIN006644,BAT025130,MCH0436,LIN013,FAC005,PRD0117,SUP0115,OPR0575,2026-02-07,INS080,144,132,12,Surface Crack,Major,49.421,Fail,30210.42
QIN006645,BAT022590,MCH0482,LIN024,FAC008,PRD0102,SUP0052,OPR0520,2026-05-05,INS048,234,216,18,Discoloration,Major,51.052,Fail,3016.82
QIN006646,BAT049099,MCH0549,LIN013,FAC005,PRD0085,SUP0095,OPR0243,2023-03-31,INS087,162,142,20,Porosity,Critical,51.889,Fail,8660.44
QIN006647,BAT056850,MCH0557,LIN030,FAC010,PRD0051,SUP0137,OPR0328,2025-12-23,INS014,223,204,19,Misalignment,Major,49.787,Fail,1257.55
QIN006648,BAT001722,MCH0311,LIN023,FAC008,PRD0075,SUP0144,OPR0123,2025-03-07,INS072,223,196,27,Packaging Damage,Major,51.005,Fail,36417.65
QIN006649,BAT057646,MCH0377,LIN009,FAC003,PRD0129,SUP0135,OPR0537,2024-01-13,INS018,137,118,19,Discoloration,Minor,48.935,Fail,51540.28
QIN006650,BAT004484,MCH0556,LIN013,FAC005,PRD0085,SUP0095,OPR0348,2025-01-31,INS050,242,227,15,Surface Crack,Minor,50.675,Fail,6206.07
QIN006651,BAT036631,MCH0006,LIN013,FAC005,PRD0062,SUP0174,OPR0284,2023-10-09,INS033,92,75,17,Packaging Damage,Minor,50.816,Fail,22750.04
QIN006652,BAT016117,MCH0037,LIN022,FAC008,PRD0060,SUP0033,OPR0031,2026-05-30,INS081,129,123,6,Porosity,Minor,49.875,Pass,2072.65
QIN006653,BAT023323,MCH0305,LIN003,FAC001,PRD0054,SUP0156,OPR0537,2025-07-09,INS054,191,177,14,Discoloration,Major,50.374,Fail,1870.19
QIN006654,BAT048864,MCH0517,LIN005,FAC002,PRD0133,SUP0051,OPR0602,2023-04-16,INS070,35,35,0,No Defect,,49.732,Pass,0.0
QIN006655,BAT033383,MCH0336,LIN021,FAC007,PRD0147,SUP0113,OPR0249,2024-01-11,INS046,131,125,6,Burr,Major,50.083,Pass,1347.11
QIN006656,BAT049032,MCH0216,LIN028,FAC010,PRD0144,SUP0057,OPR0322,2026-05-20,INS047,50,46,4,Discoloration,Major,50.708,Fail,16778.26
QIN006657,BAT040426,MCH0386,LIN012,FAC004,PRD0038,SUP0071,OPR0036,2023-01-31,INS024,43,39,4,Dimensional Error,Minor,50.377,Fail,21699.71
QIN006658,BAT007485,MCH0454,LIN022,FAC008,PRD0103,SUP0033,OPR0312,2023-01-21,INS088,105,97,8,Dimensional Error,Major,49.46,Fail,6396.65
QIN006659,BAT034436,MCH0087,LIN028,FAC010,PRD0142,SUP0108,OPR0047,2023-06-16,INS067,210,190,20,Burr,Major,51.1,Fail,27571.12
QIN006660,BAT056050,MCH0222,LIN028,FAC010,PRD0030,SUP0031,OPR0331,2024-12-09,INS019,43,38,5,Burr,Minor,50.338,Fail,10390.55
QIN006661,BAT049346,MCH0170,LIN002,FAC001,PRD0095,SUP0054,OPR0700,2026-04-08,INS007,43,39,4,Packaging Damage,Minor,50.084,Fail,2024.71
QIN006662,BAT041661,MCH0578,LIN030,FAC010,PRD0122,SUP0199,OPR0297,2023-11-30,INS049,212,188,24,Misalignment,Major,49.453,Fail,16335.3
QIN006663,BAT058415,MCH0267,LIN013,FAC005,PRD0060,SUP0033,OPR0228,2025-09-25,INS088,60,57,3,Porosity,Minor,50.01,Pass,6729.78
QIN006664,BAT041139,MCH0016,LIN009,FAC003,PRD0011,SUP0200,OPR0971,2026-04-24,INS067,242,214,28,Dimensional Error,Minor,50.374,Fail,58439.31
QIN006665,BAT000101,MCH0203,LIN016,FAC006,PRD0051,SUP0137,OPR0614,2024-06-27,INS028,47,41,6,Misalignment,Minor,50.795,Fail,4469.39
QIN006666,BAT015722,MCH0429,LIN004,FAC002,PRD0068,SUP0178,OPR0244,2024-08-15,INS055,64,52,12,Misalignment,Major,51.596,Fail,115933.78
QIN006667,BAT037410,MCH0598,LIN029,FAC010,PRD0124,SUP0095,OPR0730,2023-11-18,INS057,91,78,13,Packaging Damage,Minor,50.21,Fail,15148.99
QIN006668,BAT046628,MCH0542,LIN004,FAC002,PRD0149,SUP0181,OPR0048,2026-06-01,INS085,104,89,15,Packaging Damage,Major,49.812,Fail,22024.08
QIN006669,BAT038881,MCH0381,LIN011,FAC004,PRD0135,SUP0043,OPR0117,2025-08-02,INS068,239,215,24,Surface Crack,Minor,50.133,Fail,14700.84
QIN006670,BAT032725,MCH0525,LIN017,FAC006,PRD0115,SUP0151,OPR0008,2025-08-08,INS018,237,216,21,Surface Crack,Major,49.103,Fail,32623.03
QIN006671,BAT004570,MCH0369,LIN012,FAC004,PRD0087,SUP0082,OPR0092,2025-06-24,INS035,133,123,10,Porosity,Minor,49.436,Fail,31122.29
QIN006672,BAT014578,MCH0244,LIN007,FAC003,PRD0047,SUP0164,OPR0267,2025-05-04,INS090,86,73,13,Surface Crack,Major,49.401,Fail,16627.34
QIN006673,BAT051105,MCH0588,LIN006,FAC002,PRD0044,SUP0171,OPR0177,2025-05-20,INS004,125,116,9,Packaging Damage,Major,49.59,Fail,25105.54
QIN006674,BAT018790,MCH0593,LIN019,FAC007,PRD0141,SUP0138,OPR0682,2025-12-27,INS083,235,201,34,Electrical Failure,Minor,50.08,Fail,1616.84
QIN006675,BAT046288,MCH0151,LIN020,FAC007,PRD0030,SUP0031,OPR0406,2025-12-22,INS007,88,79,9,Dimensional Error,Critical,48.429,Fail,14853.0
QIN006676,BAT037249,MCH0501,LIN019,FAC007,PRD0053,SUP0092,OPR0584,2023-11-11,INS031,146,129,17,Dimensional Error,Major,51.271,Fail,14787.04
QIN006677,BAT043320,MCH0273,LIN002,FAC001,PRD0012,SUP0191,OPR0013,2025-09-18,INS052,94,83,11,Misalignment,Major,49.625,Fail,15204.11
QIN006678,BAT032423,MCH0098,LIN002,FAC001,PRD0013,SUP0182,OPR0992,2023-01-27,INS008,148,129,19,Burr,Major,51.343,Fail,1443.91
QIN006679,BAT008210,MCH0299,LIN014,FAC005,PRD0032,SUP0022,OPR0179,2026-04-05,INS059,197,185,12,Surface Crack,Critical,50.056,Fail,534.9
QIN006680,BAT017626,MCH0132,LIN018,FAC006,PRD0062,SUP0174,OPR0320,2024-08-30,INS084,104,93,11,Packaging Damage,Minor,49.7,Fail,20789.13
QIN006681,BAT021490,MCH0456,LIN003,FAC001,PRD0026,SUP0022,OPR0040,2025-11-19,INS032,245,226,19,Discoloration,Minor,50.07,Fail,18681.36
QIN006682,BAT028916,MCH0418,LIN013,FAC005,PRD0020,SUP0076,OPR0579,2024-12-18,INS083,124,113,11,Burr,Critical,51.712,Fail,9271.07
QIN006683,BAT010551,MCH0430,LIN016,FAC006,PRD0131,SUP0087,OPR0849,2023-05-13,INS022,82,71,11,Dimensional Error,Major,51.339,Fail,20389.6
QIN006684,BAT029580,MCH0190,LIN002,FAC001,PRD0077,SUP0057,OPR0861,2025-05-10,INS025,164,147,17,Burr,Major,48.818,Fail,28629.57
QIN006685,BAT044010,MCH0039,LIN009,FAC003,PRD0036,SUP0002,OPR0865,2024-01-11,INS054,149,133,16,Misalignment,Minor,49.452,Fail,8769.58
QIN006686,BAT055699,MCH0547,LIN005,FAC002,PRD0021,SUP0089,OPR0578,2024-05-24,INS023,231,216,15,Electrical Failure,Minor,50.066,Fail,7536.53
QIN006687,BAT052677,MCH0191,LIN025,FAC009,PRD0051,SUP0137,OPR0541,2024-08-20,INS002,197,173,24,Misalignment,Minor,49.762,Fail,2530.24
QIN006688,BAT020363,MCH0473,LIN022,FAC008,PRD0030,SUP0031,OPR0783,2024-10-20,INS084,53,51,2,Misalignment,Minor,49.906,Pass,1956.75
QIN006689,BAT014148,MCH0114,LIN004,FAC002,PRD0067,SUP0038,OPR0316,2025-08-16,INS015,88,70,18,Discoloration,Minor,49.795,Fail,43240.75
QIN006690,BAT032422,MCH0275,LIN008,FAC003,PRD0075,SUP0144,OPR0413,2025-11-01,INS016,128,115,13,Dimensional Error,Major,49.71,Fail,12205.03
QIN006691,BAT035958,MCH0246,LIN029,FAC010,PRD0020,SUP0076,OPR0110,2024-02-05,INS010,107,97,10,Porosity,Minor,50.854,Fail,3718.47
QIN006692,BAT033563,MCH0176,LIN008,FAC003,PRD0087,SUP0082,OPR0472,2024-07-06,INS072,199,193,6,Packaging Damage,Major,50.007,Pass,2565.37
QIN006693,BAT017053,MCH0235,LIN025,FAC009,PRD0128,SUP0199,OPR0189,2023-04-25,INS010,184,175,9,Burr,Minor,49.833,Pass,6016.24
QIN006694,BAT028732,MCH0590,LIN008,FAC003,PRD0080,SUP0054,OPR0475,2023-12-16,INS036,196,185,11,Porosity,Minor,49.358,Fail,332.29
QIN006695,BAT043707,MCH0599,LIN003,FAC001,PRD0113,SUP0162,OPR0582,2023-07-20,INS011,233,211,22,Electrical Failure,Minor,50.738,Fail,11904.25
QIN006696,BAT000376,MCH0531,LIN021,FAC007,PRD0073,SUP0009,OPR0397,2023-08-30,INS001,227,198,29,Burr,Minor,51.307,Fail,27753.09
